question,answer
夢見牽牛上山,主富貴。
夢見牛觸人,心事不成。
夢見牛出門,好事立至。
夢見牛犢,主所求皆得。
夢見小母牛,生意起初獲利甚微，但不信能獲大利。
夢見有人送小母牛給自己,只有靠朋友，才能發大財。
夢見家里的小母牛被盜,會退出獲得最大的營生。
夢見破的小母牛,日后生活只好靠朋友。
女人夢見黃牛追趕, 丈夫會懷疑她的貞操，為此，夫婦發生爭吵。
經商的人夢見被牛追,可能預示生意上會碰到障礙，不太順利。
女人夢見被牛追,還可能意味著對性關系的害怕。
女人夢見公牛,一方面可能暗示身上潛在的陽剛一面，另一方面，也可表示你的生活中遇到的某一位充滿性魅力的異性，顯示你潛意識里對他的情感。
男人夢見自己是一頭公牛,表示對自己的力量和能力充滿自信。
病人夢見牛吃人,小心病情會惡化。
孕婦夢見牛,預示著母子平安。
孕婦夢見母牛,預示著你會生個女兒。
孕婦夢見溫順的牛,預示著你會生女兒。
夢見墳墓,幸福即逝。
夢見墳墓高者大吉利,新墳棺材主憂除，墳墓上有云氣吉，墳墓門開百事吉，墳墓上明吉暗兇，墳墓生樹吉折兇，墳墓上開花大吉，墓中棺自出大吉。
夢見自己從墳墓里走出來,會有成就。
夢見有人鉆進墳墓,親友會去世。
夢見墳地,要謹慎言行，生活應該有規律，否則家破人亡。
夢見活人挖掘墳墓,掘墓者會長壽。
夢見黑夜在墓地行走 ,健康運將有所下降。
夢見拜墓 ,人際關系方面運氣上升的可能性很大。你與親友的交情將更加深厚，有什么困難，都可以與之商量，對方一定可以替你分憂。
夢見修建陵園,是不祥之兆，家里會有人生病，或與世長辭。
男人夢見墳墓,會延年益壽。
女人夢見墳墓,會心情低落，心情煩悶。
夢見去參觀陵園,能得到真正的愛情。
已婚女人夢見參觀陵園,丈夫會更加體貼寵愛自己。
未婚女子夢見參觀陵園,會嫁給如意的郎君。
未婚男子夢到參觀陵園,會娶一位可愛忠貞的女子為妻。
熱戀中的男女夢見參觀陵園,兩個人的愛情會更深厚。
病人夢到修建陵園,病情會惡化。
未婚男子夢見自己苦行 , 會娶一位俊俏賢慧的女子為妻，溫情脈脈的妻子會在困難時期安慰自己，從不讓自己著急。
資本家或有錢人夢見自己苦行 , 收入會溘然銳減，有可能背井離鄉。
窮人夢見作懺悔 , 生活會富裕。
禁欲的人夢見在苦行 , 會成為民族的領袖，能靠自己的聰明才智為國家或民族謀利益。
企業家夢見作懺悔 , 會被迫降價出售貨物，獲利甚微。
已婚女人夢見在贖罪 , 因丈夫和孩子的身體健康無疾，所以心情會十分興奮、愉快。
病人夢見作懺悔 , 病情會惡化。
工作人員夢見自己在贖罪 , 會受到上司的夸獎，能官運亨通。
學生夢見作懺悔 , 考試會取得優異的成績，因具有非凡的才智，能獲得獎學金。
夢見別人在懺悔 , 是不祥之兆，會心情煩悶，愁眉不展。
夢見有人在苦行時喪生 , 是祥兆，人生會發生好的轉折，有可能得到藏匿的財寶。
夢見敵人作懺悔 , 會永遠以自己為敵。
夢見朋友在苦行 , 危急時刻會得到目生人的匡助。
夢見妻子在苦行 , 災禍會降臨。
夢見與苦行的人發生爭吵 , 將與強人為敵。
夢見供品 , 會有不愉快的事。
夢見向神進獻祭品 , 興奮的事接連不中斷。
夢見和妻子一塊向神獻供品 , 生活幸福，一切如意。
處于生養年齡的女人夢見向神獻供品 , 會生一個漂亮的兒子。
有孩子的女人夢見向神獻供品 , 孩子身體健康，生活幸福。
未婚男女夢見向神獻供品 , 預示要拜堂成親。這對于男女戀人來說是最吉祥的夢。
囚犯夢見向神進獻祭品 , 會長期身陷囹圄。
病人夢見向神進獻祭品 , 是好兆頭，不久會恢復健康。
商人和商店老板夢見向神獻供品 , 要發大財。
夢見自己成了敬神的犧牲品 , 會聲威大震。
女人夢見把自己當成犧牲品獻給神 , 能全權處理家里的一切事。
夢見別人扛著動物去向神獻犧牲 , 是不祥之兆，要遭厄運。
夢見把動物從主持獻犧牲的人里救出來 , 意味著身強力壯，生活富裕。
夢見自己扛著動物去供獻祭品 , 會家破人亡。
已婚女人夢見拿著動物向神供獻祭品 , 家里會生活拮據。
病人夢見自己被當作獻神的祭品 , 不久會康復。
犯人夢見自己被作為犧牲供獻給神靈 , 會免于死刑。
已婚男人夢見離家去朝圣 , 會碰到各方面的憂慮和困難。
未婚男女夢見去巡禮 , 會把父母的勸告置于腦后。
病人夢見去朝圣 , 現有的護士醫療會被取消。
宗教導師或傳教人夢見去巡禮 , 無神論者會嚴重威脅自己。
商人夢見去朝圣 , 海上交易會增加。
老年人夢見朝圣 , 不久要升天。
工作人員夢見去朝圣 , 意味著退休，或被解雇。
夢見帶著妻子、孩子去朝圣 , 預示要搬家，或調離工作。
夢見朝圣歸來 , 會迎著困難前進。
記者夢見去巡禮 , 因違反了國家的新聞法，受到指控，會被判為長期監禁。
寡婦夢見去朝圣 , 會獻身于宗教事業。
男人夢見獨自向神祈禱 , 會失去人們的匡助。
女人夢見向神祈禱 , 丈夫和孩子的身體都會健康。
男人夢見和很多人一起向神祈禱 , 會得到社會的尊重。
男人夢見參加男女宗教大會，或祈禱大會 , 不久會被病魔纏身。
男人夢見與婦女一起向神祈禱 , 會威信掃地。
女人夢見和男人一塊祈禱 , 災禍和不幸會降臨。
夢見不向神祈禱 , 家人會去世。
夢見別人在作祈禱 , 是祥瑞。
夢見調逗作祈禱的人 , 會受到仇敵的騷擾。
男人夢見仙女,會交好運。夢見仙女對自己使眼色，則意味著要娶一個富有的妻子。
夢見仙女和自己談話,意味著社會地位提升。
已婚女子夢見和仙女交談,意味著自己的丈夫會很富有。
奼女夢見仙女,即將出嫁。
失業者夢見仙女,不久就能找到工作。
病人夢見仙女,身體會康復。
夢見仙女吹打,意味著要為子女的婚事大操大辦。
夢見仙女全身赤裸,則是惡兆，意味著自己會終日沉迷在酒色之中。
夢見神 , 是成功和獲利的祥兆。
夢見神的手里握著一把劍 , 敵人會被消滅。
夢見神的手里握著三股叉 , 怒不可遏，居住區要大禍降臨。
已婚婦女夢見神笑臉滿面 , 會生一個在青年時代就揚名天下的兒子。
夢見神把自己抱在懷里 , 會生活幸福，壽比南山。
已婚婦女夢見神對自己笑,意味著自己的兒子在年輕時就能名滿天下。
看神佛者,妻有子。
夢見神像,意味著幸福的日子即將來到。
已婚女子夢見神像,則預示著生孩子，或者丈夫發大財。
已婚女子夢見對神像跪拜,是孩子有病的預兆。
夢見神像被毀壞,則意味著大難臨頭。
堂上神佛大吉祥,意思是夢見大堂、佛殿上的佛像是大吉兆。
夢見自己受惡魔攻擊,則將發生危及性命的事情。
夢見妖怪在追趕自己,表示會有煩惱的事情發生。
夢見自己被妖怪壓著表示運氣將好轉。若被妖怪殺害,則表示會生病或會受破壞者妨礙，無法順利行事。
夢見怪物跑到家中,表示家中將發生糾紛或將因受騙而有所損失。若你追趕妖怪則表示你將可以避免一場災難或 一切事情都將會好轉。
夢見自己擊殺怪物,則賭博或一切訴訟都將會獲勝。
夢中自己戰勝了魔鬼,表示將會功成名就。
夢見鬼怪,會碰到危險。
夢見向鬼怪進攻,則是吉兆，可以避免災禍。
夢見自己一見到鬼怪就跑,意味著敵人將被自己征服。
夢見鬼在院內,憂愁散。
夢見自己變成鬼,可能為運勢好轉或財運到來的預兆。
夢見鬼火,表示將遭受災難。
被鬼神打,大不祥。意思是夢見被鬼神打或與鬼神打斗是惡兆。
夢見自己被鬼抓走,你可能是社交企圖心強，或是希望得到所有人的喝采關懷，才透過鬼這種東西來引起大家的留意，尤其你在潛意識中一定會以為，你被鬼抓走，所有的人都應該會把留意力都集中在你身上。這樣一來就達到了你受人留意的目的。事實上，在夢中你之所以怕鬼，是為了表現你的無助，你不是怕鬼，你怕的是大家不留意你，只是用鬼來偽裝你的動機罷了
夢見天堂,代表大吉大利，它寄托了你內心的美好愿望，暗示了你的心中希望得到美麗與寧靜。
夢見天堂,一方面可能表明你心中希望得到寧靜、幸福的生活，追求某種精神或宗教真理；另一方面，也可能預示了你不久會有一次旅行。
夢見美麗的天堂,預示著你會有一次奇妙的旅行。
夢見神秘的天堂,意味著你的生活充滿幻想。
夢見自己在天堂中像神仙飛翔,表達了你內心渴望避開世俗煩惱，探索一個純凈的理想世界。
夢見天堂昏暗,表示心情壓抑，預示夢者急欲擺脫困境。
病人夢見天堂,預示心中的擔憂將要過去，內心無憂無慮，生活幸福。
旅游者夢見自己在天堂里,表示旅行愉快，目的地會給旅行者帶來感情或者財富方面令人滿足的收獲。
商人夢見天堂,預示市場需求大增，生意興隆，財源廣進。
被判為死刑的囚犯夢見天堂,國王登基時要宣布大赦，自己會免于一死。
窮人夢見上了天堂,或者在享受天界快樂，會成為有錢人。
富人夢見自己上了天堂,或者在享受天堂的快樂，會受到人們的尊重。
無子女的人夢見自己上了天堂,不久會做爸爸媽媽。
夢見自己抱著尸體,大吉大利，預示夢者近期會有很好的財運。若尸體有臭味則事業更繁榮，若為死尸生蛆則得大吉，夢者可能會發大財。
夢到無頭人或者無頭尸體,生活上將會受到別人的排擠，要小心留意自己的處境。
夢見藏尸體,通常是因為現實生活中，有一個快要曝光的秘密，或是一個很難擺脫的麻煩；無論是秘密或是麻煩，它們都具有十足的殺傷力，足以讓自己像世界上所有嫌疑犯一樣，充滿焦慮和恐懼。
夢見自己抱著骷髏,主兇，預示夢者近期將受人毀謗或者被人詐欺。
夢見亡友,預示夢者近期物質上將會發生困難。
夢見與死人說話,預示夢者近期一些小愿望能夠達成，或者是正在進行中的事情會成功，或者是正在討論的事情會有好訊息。
夢見死人哭泣,主兇，預示夢者近期諸事不順。
夢見死人進入家中,預示夢者近期會有好幸降臨。
夢且火葬,預示期待以久的好事即將到來。
夢見死人從棺木中走出來,表示很久沒有聯絡的朋友會突然到訪。
夢見自己參加葬禮去憑吊或追思死者,預示自己將懷孕或近親中有人將生小孩。
夢見自己死亡,主吉，預示夢者的財產將會愈來愈多，生活一切順利。
夢見還活著的朋友死亡,主吉，預示夢者近期將會有好財運。
夢見葬禮,主兇，預示夢者會散盡錢財或破大財。(但若夢見自己死亡的葬禮，則大吉大利。)
夢見與死人交談,會揚名四海。
夢見與已經死了的人進餐,會長壽。
夢見把死人抱在懷里或呼喊死人的名字,不久要離開人世。
鰥夫夢見已故的妻子,會與一位受過教養的女人結婚，她會成為自己事業的助手。
寡婦夢見已故的丈夫,會恪守貞節，史冊留名。
若夢見死去的父親活過來,表示家庭成員中會有爭論。
夢見女神 , 預示事業會成功。
女人夢見與女神交談 , 會心情愉快，生活幸福。
夢見女神怒不可遏地責罵自己 , 是兇兆，預示自己或孩子的身體會受外傷。
夢見被女神摟在懷里 , 或女神給自己頭上戴王冠，會聲譽鵲起，揚名四海，官運亨通。
身染沉疴的病人夢見向寺廟的女神燒香叩頭 , 是祥兆，身體會復原。
夢見女神掉了武器 , 意味著與敵人發生激戰。
夢見幽靈,預示你將面臨意想不到的困難。
如果夢見幽靈穿著白色長袍,預示你最好朋友的健康受到威脅，或某項商業投機行為遭到別人反對。
夢見幽靈穿著黑色長袍,預示有人將背叛你，不忠于你。
夢見幽靈與你交談,預示在你周圍有邪惡潛伏，如果聽從明智的忠告，你將有可能免受其傷害。
夢境中聽見幽靈敲門或墻壁,預示麻煩事將出人意料地出現。
夢見鬼魂掀動幃帳,或在幬帳后走動，警告你要控制自己的情緒，避免草率行事;此夢后很可能要和人爭吵。
